,adviseInfo,clCodeNm,cntntsNo,distbNm,dlthtsCodeNm,dlthtsManageInfo,eclgyCodeNm,etcEraInfo,flclrCodeNm,flpodmtBigInfo,flpodmtMddlInfo,flpodmtSmallInfo,fmlCodeNm,fmlNm,fmldeSeasonCodeNm,fmldecolrCodeNm,fncltyInfo,frtlzrInfo,growthAraInfo,growthHgInfo,grwhTpCode,grwhTpCodeNm,grwhstleCodeNm,grwtveCode,grwtveCodeNm,hdCode,hdCodeNm,hgBigInfo,hgMddlInfo,hgSmallInfo,ignSeasonCodeNm,imageEvlLinkCours,indoorpsncpacompositionCodeNm,lefStleInfo,lefcolrCodeNm,lefmrkCodeNm,lighttdemanddoCodeNm,managedemanddoCode,managedemanddoCodeNm,managelevelCode,managelevelCodeNm,orgplceInfo,pcBigInfo,pcMddlInfo,pcSmallInfo,plntbneNm,plntzrNm,postngplaceCodeNm,prpgtEraInfo,prpgtmthCodeNm,smellCode,smellCodeNm,soilInfo,speclmanageInfo,toxctyInfo,volmeBigInfo,volmeMddlInfo,volmeSmallInfo,vrticlBigInfo,vrticlMddlInfo,vrticlSmallInfo,watercycleAutumnCode,watercycleAutumnCodeNm,watercycleSprngCode,watercycleSprngCodeNm,watercycleSummerCode,watercycleSummerCodeNm,watercycleWinterCode,watercycleWinterCodeNm,widthBigInfo,widthMddlInfo,widthSmallInfo,winterLwetTpCode,winterLwetTpCodeNm
93,,잎보기식물,19449,,"응애,깍지벌레",,건조형,,,,,,백합과,063033,,,"연중 빛이 좋은 반그늘에서 잘 자란다. 그러나 여름철에 너무 강한 직사광선은 피하는 것이 좋다. 겨울에 냉해를 입으면 아래쪽이 허물거리면서 썩어버리는데, 마치 관수를 너무 많이 하여 나타나는 현상처럼 보인다.",비료를 거의 요구하지않음,20,25,082003,21~25℃,다육형,090003,느림,083002,40 ~ 70%,,,,,,하층목,,"녹색, 연두색,흰색, 크림색",줄무늬,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,열대 서부아프리카 원산종의 변종,,,,Sansevieria trifasciata ‘Golden Hahnii’,golden bird’s nest,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,분주,079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
94,"꽃말 '용감, 총명' (바다의 보석이라 일컫는 ‘산호’가 있는데, 산호 중에도 으뜸으로 치는 것이 적색산호라 한다. 산호수의 빨간 열매가 이 바다의 산호를 꼭 닮아서 붙여진 이름)","잎&꽃보기식물,열매보기식물",19451,,"응애,깍지벌레",,일반형,,흰색,,,,자금우과,063047,"여름,가을",빨강색,"자금우, 백량금과 함께 자금우과에 속하며 빨간 열매가 인상적인 덩굴식물이다. 잎에 무늬가 있는 산호수도 있지만 무늬종은 일반종에 비해 열매가 잘 열리지 않는 특징이 있다. 꽃, 열매, 잎 모두 다 관상가치가 있으며  키우기 쉬운 관엽 식물이다. 
산호 중에서도 가장 비싼 것이 적색 산호인데, 산호수의 열매가 적색산호의 빛깔과 닮아있어 산호수라는 이름이 붙었다고 한다.",비료를 보통 요구함,30,30,082002,16~20℃,"관목형,덩굴성",090001,빠름,083002,40 ~ 70%,,,,"봄,여름",,하층목,,"녹색, 연두색",기타 (무늬없음 등),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,"한국,중국, 일본, 타이완, 인도",,,,Ardisia pusilla,Small coralberry,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",,"파종,삽목,분주",079003,약함,,"-추위에 약해 중부이북에서는 바깥에서 월동이 어렵다. 
-반 그늘진 곳을 좋아하며 어느 정도 습기유지가 중요하다. 
-씨앗을 12-4월에 따서 과육을 제거하고 뿌리거나 봄 또는 여름에 줄기를 삽목하면 잘 번식한다.",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057002,5℃
95,,잎보기식물,19452,,"응애,깍지벌레",,일반형,,,,,,뽕나무과,063038,,,고무나무라는 이름은 고무와 유사한 라텍스를 함유하고 있는 두껍고 가죽처럼 느껴지는 잎에서 유래되었다. 크림색이 잎 가장자리에 들어가 있어 고급스럽고도 편안한 느낌의 실내 관엽 식물이다.,비료를 보통 요구함,100,150,082003,21~25℃,"직립형,관목형",090003,느림,083002,40 ~ 70%,,,,,,"상층목,중층목",,"녹색, 연두색,흰색, 크림색,빨강, 분홍, 자주색,여러색 혼합","점무늬,잎 가장자리 무늬","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,열대아시아 원산종의 변종,,,,Decora elastica 'Decora Tricolor',rubber tree,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
96,흙 위로 올라온 발이 매력적이며 그 발에서 계속 새순을 낸다.,잎보기식물,19453,,"응애,온실가루이","습기가 많아서 민달팽이에 침해되기 쉬우므로 민달팽이가 붙으면 약을 뿌려 주도록 하고 과습에 의한 곰팡이병도 문제가 된다. 또, 건조할 때는 깍지벌레, 온실가루이, 가루깍지벌레 등이 발생한다.",일반형,,,,,,고사리과,063004,,,"너무 습기가 많으면 민달팽이의 피해와 곰팡이병이 생기지만 너무 건조할 때는 깍지벌레, 온실가루이, 가루깍지벌레 등이 발생한다. 그러나 거미발만 살아있다면 언제든지 새 순을 낼 수 있다.",비료를 보통 요구함,30,25,082002,16~20℃,풀모양,090001,빠름,083003,70% 이상,,,,,,하층목,,"녹색, 연두색",기타 (무늬없음 등),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,"열대아시아, 말레이시아",,,,Humata tyermannii (Davallia griffithiana),"squirrel's (bear's, white rabbit's) foot fern","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,분주",079004,거의 없음,배수가 잘되는 토양이 좋다.,,,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057002,5℃
97,,꽃보기식물,19455,"새우란, 새우난초","응애,온실가루이",,일반형,,"보라색,분홍색,노랑색,흰색,혼합색",,,,난초과,063010,,,"대부분의 서양난이 착생란인데 비하여 동양란은 지생란이 많다.  
제주도나 일본의 숲 속에서도 자라며 높이 30~50cm, 뿌리줄기는 옆으로 뻗는다. 뿌리줄기의 모양이 새우를 닮아 새우란이라고 하며 뿌리는 강장제로도 사용된다. 꽃이 아름답고 재배가 쉬운 편이다. 봄에 꽃이 지고나면 화분 위에 깻묵 덩이를 2~3개 얹어 주거나 영양제를 주어 이듬해에도 꽃이 잘 필 수 있도록 한다. 새우란은 음지 식물이지만 실내에서 재배할 때는 밝은 곳에 둔어야 꽃이 잘 핀다. 화분흙은 물 빠짐이 좋은 마사토나 마사토와 밭흙을 8:2의 비율로 섞어 사용한다.",꽃이 진 후 시비,30,30,082003,21~25℃,로제트형,090003,느림,083002,40 ~ 70%,,,,"봄,여름",,하층목,,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux)",058003,필요함,089002,경험자,"한국, 일본, 중국",,,,Calanthe discolor spp.,Calanthe,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,분주,079002,중간,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057003,7℃
98,,잎보기식물,19457,,응애,,"일반형,수경형",,,,,,천남성과,063053,,,"냇가에서 자라는 다년초로서 근경은 옆으로 뻗으며 마디가 많고 밑부분에서 수염뿌리가 돋으며, 땅속에 들어간 근경은 마디사이가 길며 백색이지만 지상으로 나온 것은 마디사이가 짧고 녹색이다. 잎은 근경 끝에 총생하며 길이 30∼50cm. 나비2∼8mm로 전체가 대검 비슷한 선형 수상이며 화서는 6-7월에 화경 옆에 달리고 연한 황색 꽃이 화축면에서 밀생한다. 근경은 진통, 진정 및 건위제로 사용되며 목욕탕에서도 사용한다.",비료를 보통 요구함,30,40,082002,16~20℃,"풀모양,로제트형",090003,느림,083002,40 ~ 70%,,,,,,"하층목,지피식물",,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,중앙 동부아시아,,,,Acorus gramineus,"Japanese sweet flag, Dwarf sedge, Japanese rush","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,분주,079002,중간,,,,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057001,0℃ 이하
99,행잉이용,잎보기식물,19460,,"진딧물,응애,깍지벌레",,"일반형,건조형",,흰색,,,,국화과,063005,,,"녹영이 둥근 구슬을 꿴 모양이라면, 세네시오 라디칸스는 작은 녹색 바나나를 줄에 꿰어놓은 형상의 다육식물이다. 다육질의 다년초로 잎은 호생하며 짧은 엽병이 있다. 잎의 길이는 2-3cm 정도로 선단이 위로 향하며 초생달 모양으로 바깥쪽에 암녹색의 세로줄 무늬가 있다. 꽃은 흰색으로 향기가 나며 잎은 약용으로 쓰인다. 
낮은 온도에서도 잘 견디는 편이나 계속적인 생장을 위해서는 야간 온도를 13℃이상은 유지해야 한다. 행잉바스켓용으로 좋다.",비료를 보통 요구함,30,25,082003,21~25℃,"덩굴성,다육형",090001,빠름,083001,40% 미만,,,,,,"하층목,지피식물",,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089001,초보자,남아프리카,,,,Senecio radicans,"String of pearls, Necklace plant","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,분주",079003,약함,,"육질이 많아 잘 부러짐, 서늘한 곳을 좋아한다.",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,,,057005,13℃ 이상
100,,잎보기식물,19663,,"응애,깍지벌레",,일반형,,,,,,야자과,063060,,검정색,최대 2m 정도 자라며 모양이 가늘고 호리호리한 줄기들이 모여 하나의 다발을 이루는 형태를 갖는다. 줄기는 대나무와 비슷하며 황갈색의 섬유질로 싸여있다. 주황빛을 띄는 줄기에 검은색의 열매가 맺히지만 독성이 있으므로 먹지 않는 것이 좋다. 생장이 매우 빠른편으로 반양지에서 직사광선을 피하여 기르는 것이 좋지만 광량이 너무 적으면 잎이 전체적으로 처지고 모양이 흐트러진다. 물은 화분구멍으로 흘러나올 만큼 흠뻑 주며 하루에 한 두 차례 엽면에 스프레이로 뿌려 줄 경우 외관을 유지하는데 도움이 된다. 1989년 나사에서 발표한 50종의 우수실내정화식물 중 하나로 증산작용이 뛰어나고 휘발성 화학물질 제거 능력이 매우 우수하여 공기 정화식물로 인기가 높다.,비료를 보통 요구함,100,300,082003,21~25℃,관목형,,,083002,40 ~ 70%,,,,,,"상층목,중층목",,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,,,"멕시코, 중앙아메리카",,,,Chamaedorea seifrizii Burret,reed palm,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,분주",079003,약함,,,줄기에 검은색의 열매가 맺히지만 독성이 있으므로 먹지 않는 것이 좋다.,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,,,057005,13℃ 이상
101,"봄 ~ 가을 성장 (여름 생장형, 겨울에 휴면)",잎보기식물,19696,,"응애,깍지벌레","깍지벌레, 응애",일반형,,,,,,부처손과,063036,,,"줄기와 잎이 향나무 가지와 비슷하고, 수태같이 생기기도 하다. 줄기가 연해 누워 자라고 줄기에 뿌리가 내리며 자란다. 포기는 밀집해서 소복하게 모여 자라고 잎은 밝은 녹색 또는 연녹색으로 비늘같이 부드러운 짧은 잎이 나 있다. 원산은 1과 1속으로 세계에 700종이 나며 주로 열대 우림지대에 자생하며 일본에 16종이 나고 한국에 6종이 난다. 화훼 장식 재료로 일반적으로 사용 되지는 않으나 작품의 밑 부분을 가려야 한다든지 수반화 아랫부분에 쓰여 작품의 아름다움을 더한다.","비료를 보통 요구함 (2회/년, 4월, 7월)",30,25,082003,21~25℃,풀모양,090002,보통,083003,70% 이상,,,,,,"하층목,지피식물",,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,,,"멕시코 우림지대, 남아프리카",,,,Selaginella,"blue-green peacock fern, spike moss","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,분주",,,,,,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057005,13℃ 이상
102,"봄 ~ 가을 성장 (여름 생장형, 겨울에 휴면)",잎보기식물,19701,,"응애,깍지벌레","개각충, 응애",건조형,,"노랑색,기타",,,,소철과,063041,가을,,"Skill Level: Beginner

Exposure: Full sun

Soil type: Well-drained/light

**Despite its common name, this plant is not in fact a palm but in fact a cycad. Originally from Japan and Korea, it has been cultivated for centuries. It's undemanding and easy to care for, and can also be kept as a long-lived house plant. It has a reputation for being slow-growing, but it will often suddenly swing into action and grow several new leaves within a matter of weeks. A sago palm make a great addition to a summer patio, but larger specimens can also be planted out into the garden. Mature plants can withstand quite severe frosts, but do insulate any younger plants against cold weather.

##Soil Type:  A GOOD general purpose potting soil (a soil that retains water yet drains well) will suffice. Check purchased soil to see that it is well aerated and add sand or perlite and peat moss if it seems to pack too tightly. Give the plants a chance to settle in before going back to whatever fertilization program has been successful for you. If you want to mix your own take: 1 part garden soil, 1 part coarse sand or perlite, 1 part moist peat or humus (leaf mold) and a light dusting of lime. Always use a pot with a hole.",비료를 보통 요구함,100,150,082003,21~25℃,직립형,,,083002,40 ~ 70%,,,,,,"상층목,중층목",,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,"한국, 일본, 중국남부, 인도네시아(자바 섬)",,,,Cycas revoluta,"cycad, sago cycas, sago palm, Japanese fern palm, Japanese sago palm","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,분주,기타",079004,거의 없음,,"뜰에서 재배가능한 제주도를 제외한 나머지 지역에서는 온실이나 집안에서 가꾸는 관상수이다. 꽃은 단성화이며 노란빛을 띤 색으로 6~8월에 암수딴그루로 핀다. 수꽃차례는 원줄기 끝에 원기둥 모양으로 달리며, 길이 50~60cm, 지름 5~8cm이고, 암꽃차례는 원줄기에 끝에 둥글게 모여 달린다. 열매는 구과로 10월에 익는데 관상용, 식용, 약용으로 쓴다.",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057002,5℃
103,,잎보기식물,19703,소피아,"응애,깍지벌레",,일반형,,,,,,뽕나무과,063038,,,고무식물은 고무질을 생산하는 식물로 전 세계의 400종 이상 알려져 있는데 한국에서 흔히 고무나무라고 하는 것은 인도고무나무이다. 인도고무나무는 고무를 채취할 목적보다는 관상식물로 정원에 심거나 화분에 심어 실내장식용에 쓰이고 있다. 소피아 고무나무는 인도고무나무를 개량한 품종으로 일반적인 멜라닌 고무나무 보다 잎이 크다. 강한 직사광선을 피하되 실내의 밝은 곳에서 재배하고 실내습도를 40~70% 유지하며 깍지벌레와 응애와 같은 병충해를 조심해야 한다. 넓은 잎에 먼지가 쌓이면 식물의 호흡작용에 장해를 받아 생육에 영향을 미치므로 젖은 헝겊으로 잎을 닦아준다.,비료를 보통 요구함,100,150,,,"직립형,관목형",090002,보통,083002,40 ~ 70%,,,,,,"상층목,중층목",,"녹색, 연두색",기타 (무늬없음 등),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,,,,,,,Ficus elastica 'Sofia',Ficus sofia,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,취목",079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
104,,잎보기식물,19704,"천사의 눈물, 병아리 눈물, 또래기","응애,온실가루이",,일반형,,,,,,쐐기풀과,063043,,,내한성이 강한 상록 여러해살이풀로 키는 약 5cm이며 줄기는 붉은색으로 30cm정도 뻗어 나간다. 둥근 작은 잎이 촘촘히 달려있고 흰색 작은 꽃이 피며 생명력이 강해 실내적응력이 뛰어나다. 관수는 화분에 흙이 말랐을 때 하며 잎이나 줄기에 물이 닿으면 곰팡이 병이 생길 수 있어 물을 줄때에는 저면관수 한다.,비료를 보통 요구함,30,5,082002,16~20℃,풀모양,090002,보통,083002,40 ~ 70%,,,,,,지피식물,,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),,,이탈리아(사르데냐 섬),,,,Soleirolia soleirolii,"Mind your own business, baby's tears, irish moss","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,분주",,,,,,,,,,,,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057002,5℃
105,,잎보기식물,19706,수박페페,"응애,깍지벌레",,일반형,,,,,,후추과,063059,,,"수박 페페로미아는 자일렌 제거량이 ‘중’등급이고, 포름알데히드 제거량은 ‘중상’등급으로 우수한 공기정화식물이다. 새집증후군 원인물질인 자일렌과 포름알데히드의 제거효과가 우수하나, 빛을 너무 적게 받으면 도장(웃자람)하고 실내에서 재배할 때 습도 40~70%를 유지해야한다. 추위에 약해 겨울철 온도관리에 주의하고 부엽토성분의 배수가 잘되는 토양에 심는다. 깍지벌레 응애와 같은 병충해에 주의한다.",비료를 보통 요구함,20,20,082003,21~25℃,풀모양,090002,보통,083002,40 ~ 70%,,,,,,지피식물,,"녹색, 연두색,흰색, 크림색",줄무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,중앙 아메리카,,,,Peperomia sandersii,"watermelon peperomia, watermelon begonia","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
106,,잎보기식물,19709,,"응애,깍지벌레,온실가루이","온실가루이, 응애",일반형,,,,,,쐐기풀과,063043,,,잎 위쪽에 성긴 톱니가 있는 타원형 잎 표면에 규칙적인 은색 무늬가 있다.,비료를 보통 요구함,30,40,082003,21~25℃,"관목형,풀모양",,,083002,40 ~ 70%,,,,,,하층목,,"녹색, 연두색,은색, 회색",점무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058004,특별 관리 요구,,,"베트남, 멕시코",,,,Pilea cadierei,Aluminum plant,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,분주",079004,거의 없음,,열대식물이지만 10℃이상에서 월동하여 온실에서 겨울을   나고 그늘이나 직사광선에서도 잘 자란다.,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
107,행잉이용,잎보기식물,19711,,,,일반형,,,,,,파인애플과,063056,,,,비료를 거의 요구하지않음,25,50,082003,21~25℃,덩굴성,090003,느림,083003,70% 이상,,,,,,"상층목,중층목",,"녹색, 연두색,은색, 회색,기타",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,"미국 남동부, 중부, 아르헨티나 중부",,,,Tillandsia usneoides,spanish moss,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,기타",079004,거의 없음,,뿌리가 없이 공중에서 습도와 영양분을 흡수하므로 건조하지 않도록 자주 분무해 준다.,,,,,,,,,,,,,,,,,,,057005,13℃ 이상
108,,잎&꽃보기식물,19713,이베리스,"진딧물,응애",,일반형,,흰색,,,,봉선화과,063026,,,,,25,25,082003,21~25℃,관목형,090003,느림,083002,40 ~ 70%,,,,"봄,여름",,하층목,,"녹색, 연두색",기타 (무늬없음 등),"높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,지중해 연안,,,,Iberis sempervirens,"Evergreen candytuft, Perennial candytuft","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079003,약함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057004,10℃
109,,잎보기식물,19715,홍콩야자,"응애,깍지벌레","깍지벌레, 개각충, 진딧물",일반형,,,,,,두릅나무과,063017,,,"홍콩야자라고 알려진 쉐플레라 ‘홍콩’은 실내공기정화력이 우수한, 특히 담배연기를 잘 흡수하는 식물로 알려져 있으며 키가 큰 종류의 쉐플레라와 키가 작은 왜성종 쉐플레라가 있다. 물 꽂이 화분에 심어도 뿌리가 내리는 적응력이 강한 식물이지만, 추위에는 약하다. 수건으로 잎을 닦아 주면 잎에서 윤기가 생겨 관상하기 좋다.",비료를 보통 요구함,50,150,082003,21~25℃,"직립형,관목형",,,083002,40 ~ 70%,,,,,,"상층목,중층목",,"녹색, 연두색",기타 (무늬없음 등),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,"뉴질랜드, 오스트레일리아, 뉴기니 자바, 대만",,,,Schefflera arboricola,"queensland umbrella tree, octopus tree, dwarf umbrella tree, parasol plant, star leaf","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,삽목",079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057003,7℃
110,행잉이용,잎보기식물,19716,"스킨다비스, 신답서스","응애,깍지벌레","깍지벌레, 총채벌레","일반형,수경형",,,,,,천남성과,063053,,,"에코플렌트 중에서 가장 관리가 쉽고 잘 자라는 식물로 병해충에 대한 강한 저항성을 갖고 있다.
실내관엽 식물중 일산화탄소 제거능이 우수하여 주방의 기능성 식물로 알려진 종으로 어두운 곳에서도 잘 적응한다. 약 40m 길이까지 자랄 수 있는 덩굴성으로 행잉으로 이용하며 기근을 갖는다. 여러무늬 종들이 있으며 공기 정화력도 가지고 있다. 칼슘옥살레이트 성분을 가지고 있어 애완동물에게는 독성이 있다. 수경재배가 가능하여 줄기를 잘라 물꽂이 삽목하여 재배한다. 반음지에서 잘 자라며 겨울철에는 충분히 빛을 받게 하면서 물은 적게준다.",비료를 보통 요구함,30,20,082003,21~25℃,덩굴성,,,083002,40 ~ 70%,,,,,,"하층목,지피식물",,"녹색, 연두색",기타 (무늬없음 등),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),,,"솔로몬군도, 인도네시아(자바 섬)",,,,Epipremnum aureum,"scindapsus, devils ivy, goden pothos, hunter’s robe","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079004,거의 없음,포름알데히드,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
